question_id,question_type,scene,question_text,choice_label,choice_text,primary_need,secondary_need,tertiary_need,安定欲求,自律欲求,成長欲求,探究欲求,関係欲求,評価欲求,影響欲求,秩序欲求,刺激欲求,創造欲求,意味欲求,score_total,source_bundle_id,source_example_ids,review_note
Q08,自然行動,グループで方針を決める,グループで方針を決める場面で、自然に意識しやすいことは？,C,話が動いていないなら、次に何を決めるかを提案する,影響欲求,秩序欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,1.0,B11,影響-01,
Q08,自然行動,グループで方針を決める,グループで方針を決める場面で、自然に意識しやすいことは？,D,意見を整理して、論点や決める順番を見えるようにする,秩序欲求,影響欲求,探究欲求,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.0,1.0,B11,秩序-02,
Q09,自然行動,評価・フィードバック,努力や成果を人に見てもらったとき、特に心に残りやすいのは？,A,ちゃんと見てくれていたとわかる、具体的な言葉をもらえたこと,評価欲求,関係欲求,成長欲求,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,1.0,B14,評価-08,
Q09,自然行動,評価・フィードバック,努力や成果を人に見てもらったとき、特に心に残りやすいのは？,B,前より良くなった部分が、はっきりわかったこと,成長欲求,評価欲求,秩序欲求,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,1.0,B14,成長-02,
Q09,自然行動,評価・フィードバック,努力や成果を人に見てもらったとき、特に心に残りやすいのは？,C,結果だけでなく、そこまでの過程もわかってもらえたこと,関係欲求,評価欲求,意味欲求,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.1,1.0,B14,関係-08,
Q09,自然行動,評価・フィードバック,努力や成果を人に見てもらったとき、特に心に残りやすいのは？,D,人からの評価より、自分で納得できる形にできたこと,自律欲求,意味欲求,成長欲求,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,B14,自律-01,
Q10,自然行動,役割・企画を任される,企画や役割を任されたとき、まず取りたくなる行動は？,A,状況が少しでも良くなるように、自分から働きかける,影響欲求,関係欲求,意味欲求,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.1,1.0,B15,影響-05,
Q10,自然行動,役割・企画を任される,企画や役割を任されたとき、まず取りたくなる行動は？,B,全体の流れや役割分担を整理して、進め方を整える,秩序欲求,影響欲求,安定欲求,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,1.0,B15,秩序-10,
Q10,自然行動,役割・企画を任される,企画や役割を任されたとき、まず取りたくなる行動は？,C,関わる人が動きやすくなるように、間をつなぐ,関係欲求,影響欲求,安定欲求,0.1,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,1.0,B15,関係-12,
Q10,自然行動,役割・企画を任される,企画や役割を任されたとき、まず取りたくなる行動は？,D,難しそうな部分にも、経験になると思って取り組む,成長欲求,評価欲求,影響欲求,0.0,0.0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,B15,成長-08,
Q11,自然行動,制作・表現,何かを作ったり表現したりするとき、近い感覚は？,A,頭の中にあるイメージが、少しずつ形になる過程が楽しい,創造欲求,成長欲求,意味欲求,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.0,B17,創造-11,
Q11,自然行動,制作・表現,何かを作ったり表現したりするとき、近い感覚は？,B,成果の形を指定されるより、自分なりの形で出せる方が力が出る,自律欲求,創造欲求,評価欲求,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,1.0,B17,自律-15,
Q11,自然行動,制作・表現,何かを作ったり表現したりするとき、近い感覚は？,C,作ったものをちゃんと見てもらえる場があると張り合いが出る,評価欲求,創造欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.2,0.0,1.0,B17,評価-04,
Q11,自然行動,制作・表現,何かを作ったり表現したりするとき、近い感覚は？,D,言葉にしにくい感覚や考えを、何かの形で残したくなる,意味欲求,創造欲求,自律欲求,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,1.0,B17,意味-08,
Q12,自然行動,選択・価値観で迷う,大事な選択で迷ったとき、決め手になりやすいものは？,A,自分が大事にしたい価値観に照らして、納得できるか,意味欲求,自律欲求,成長欲求,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,B22,意味-04,
Q12,自然行動,選択・価値観で迷う,大事な選択で迷ったとき、決め手になりやすいものは？,B,途中で困ったときの逃げ道や、現実的な安全圏があるか,安定欲求,秩序欲求,自律欲求,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,B22,安定-05,
Q12,自然行動,選択・価値観で迷う,大事な選択で迷ったとき、決め手になりやすいものは？,C,人に決められた感覚ではなく、自分で選んだ感覚が残るか,自律欲求,意味欲求,安定欲求,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,B22,自律-08,
Q12,自然行動,選択・価値観で迷う,大事な選択で迷ったとき、決め手になりやすいものは？,D,少し背伸びして、自分を成長させられそうな選択か,成長欲求,意味欲求,評価欲求,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,1.0,B22,成長-09,
Q13,嫌な違和感,グループ活動,グループ活動で、特にしんどさを感じやすいのは？,A,何を決めればいいのか曖昧なまま、話だけが進むこと,秩序欲求,安定欲求,影響欲求,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,1.0,B11,秩序-02,
Q13,嫌な違和感,グループ活動,グループ活動で、特にしんどさを感じやすいのは？,B,自分の意見をほとんど聞かれずに、流れだけで決まること,自律欲求,影響欲求,関係欲求,0.0,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,1.0,B11,自律-12,
Q13,嫌な違和感,グループ活動,グループ活動で、特にしんどさを感じやすいのは？,C,頑張った部分が、誰にも気づかれないまま終わること,評価欲求,関係欲求,成長欲求,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,1.0,B11,評価-01,
Q13,嫌な違和感,グループ活動,グループ活動で、特にしんどさを感じやすいのは？,D,場の空気が悪くなり、そこにいづらくなること,関係欲求,安定欲求,自律欲求,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B11,関係-06,
Q14,嫌な違和感,指示・ルール・作業,指示を受けて動く場面で、引っかかりやすいのは？,A,目的や理由がわからないまま、とりあえず従うこと,自律欲求,探究欲求,意味欲求,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,B09,自律-07,
Q14,嫌な違和感,指示・ルール・作業,指示を受けて動く場面で、引っかかりやすいのは？,B,手順が散らかっていて、何からやればいいか見えないこと,秩序欲求,安定欲求,探究欲求,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,B09,秩序-05,
Q14,嫌な違和感,指示・ルール・作業,指示を受けて動く場面で、引っかかりやすいのは？,C,なぜその順番なのか気になるのに、確認する余地がないこと,探究欲求,自律欲求,秩序欲求,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,B09,探究-07,
Q14,嫌な違和感,指示・ルール・作業,指示を受けて動く場面で、引っかかりやすいのは？,D,失敗したときの影響範囲がわからないまま本番に入ること,安定欲求,秩序欲求,探究欲求,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,B09,安定-11,
Q15,嫌な違和感,学習・練習の継続,勉強や練習を続ける中で、やる気が落ちやすいのは？,A,いくらやっても、前よりできるようになった感覚がないこと,成長欲求,評価欲求,意味欲求,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,B07,成長-15,
Q15,嫌な違和感,学習・練習の継続,勉強や練習を続ける中で、やる気が落ちやすいのは？,B,努力しても、見ている人にほとんど伝わらないこと,評価欲求,関係欲求,成長欲求,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,1.0,B07,評価-02,
Q15,嫌な違和感,学習・練習の継続,勉強や練習を続ける中で、やる気が落ちやすいのは？,C,ただ暗記や反復だけで、仕組みが見えてこないこと,探究欲求,成長欲求,秩序欲求,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,B07,探究-05,
Q15,嫌な違和感,学習・練習の継続,勉強や練習を続ける中で、やる気が落ちやすいのは？,D,何のために続けているのか、自分の中でつながらないこと,意味欲求,成長欲求,自律欲求,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,B07,意味-01,
Q16,嫌な違和感,外出・旅行,外出や旅行で、地味にストレスになりやすいのは？,A,休める場所や帰る手段が見えないまま動くこと,安定欲求,秩序欲求,自律欲求,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,B02,安定-02,
Q16,嫌な違和感,外出・旅行,外出や旅行で、地味にストレスになりやすいのは？,B,集合時間や持ち物が曖昧で、当日になって慌てること,秩序欲求,安定欲求,関係欲求,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,B02,秩序-03,
Q16,嫌な違和感,外出・旅行,外出や旅行で、地味にストレスになりやすいのは？,C,全部が予定通りすぎて、偶然の寄り道がまったくないこと,刺激欲求,自律欲求,探究欲求,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,B02,刺激-07,
Q16,嫌な違和感,外出・旅行,外出や旅行で、地味にストレスになりやすいのは？,D,自分のペースで見たいところを見られないこと,自律欲求,刺激欲求,意味欲求,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,1.0,B02,自律-13,
Q17,嫌な違和感,対話・人の考えを聞く,人と話していて、少し引っかかりやすいのは？,A,相手の考えの背景を聞く前に、表面的な結論だけで終わること,探究欲求,関係欲求,意味欲求,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.1,1.0,B10,探究-04,
Q17,嫌な違和感,対話・人の考えを聞く,人と話していて、少し引っかかりやすいのは？,B,こちらが場を良くしようとしても、空気が硬いまま変わらないこと,関係欲求,影響欲求,安定欲求,0.1,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,1.0,B10,関係-05,
Q17,嫌な違和感,対話・人の考えを聞く,人と話していて、少し引っかかりやすいのは？,C,改善案を出せそうなのに、ただ愚痴で終わってしまうこと,影響欲求,成長欲求,秩序欲求,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,1.0,B10,影響-03,
Q17,嫌な違和感,対話・人の考えを聞く,人と話していて、少し引っかかりやすいのは？,D,ちゃんと考えて話したのに、軽く流されること,評価欲求,関係欲求,自律欲求,0.0,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,1.0,B10,評価-06,
Q18,嫌な違和感,制作・成果物,何かを作ったり発表したりした後、もやっとしやすいのは？,A,自分の中のイメージを、うまく形にできないまま終わること,創造欲求,成長欲求,意味欲求,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.0,B17,創造-11,
Q18,嫌な違和感,制作・成果物,何かを作ったり発表したりした後、もやっとしやすいのは？,B,完成度よりも、誰にも見てもらえなかったこと,評価欲求,創造欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.2,0.0,1.0,B17,評価-04,
Q18,嫌な違和感,制作・成果物,何かを作ったり発表したりした後、もやっとしやすいのは？,C,次に良くできそうな点が見えないまま終わること,成長欲求,秩序欲求,評価欲求,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,1.0,B17,成長-13,
Q18,嫌な違和感,制作・成果物,何かを作ったり発表したりした後、もやっとしやすいのは？,D,形にはなったけれど、自分にとって何を表したかったのか残らないこと,意味欲求,創造欲求,自律欲求,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,1.0,B17,意味-08,
Q19,嫌な違和感,規則・組織,ルールや決まりごとに触れたとき、違和感が残りやすいのは？,A,意味が通らないのに、そのまま従うことを求められること,自律欲求,意味欲求,探究欲求,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,B23,自律-14,
Q19,嫌な違和感,規則・組織,ルールや決まりごとに触れたとき、違和感が残りやすいのは？,B,例外や判断基準が曖昧で、人によって扱いが変わること,秩序欲求,安定欲求,評価欲求,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,B23,秩序-11,
Q19,嫌な違和感,規則・組織,ルールや決まりごとに触れたとき、違和感が残りやすいのは？,C,その決まりが何を守るためのものか見えないこと,意味欲求,探究欲求,秩序欲求,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.7,1.0,B23,意味-10,
Q19,嫌な違和感,規則・組織,ルールや決まりごとに触れたとき、違和感が残りやすいのは？,D,変えた方が良さそうなのに、誰も動かそうとしないこと,影響欲求,成長欲求,自律欲求,0.0,0.1,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,B23,影響-06,
Q20,嫌な違和感,情報判断・疑問,納得できない情報や気になる話を聞いたとき、落ち着かなさが残るのは？,A,根拠を確かめる前に、雰囲気だけで判断が広がること,探究欲求,安定欲求,秩序欲求,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,B09,探究-12,
Q20,嫌な違和感,情報判断・疑問,納得できない情報や気になる話を聞いたとき、落ち着かなさが残るのは？,B,説明が散らかっていて、何が主張なのかわからないこと,秩序欲求,探究欲求,安定欲求,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,B09,秩序-02,
Q20,嫌な違和感,情報判断・疑問,納得できない情報や気になる話を聞いたとき、落ち着かなさが残るのは？,C,確かな情報がないのに、すぐ行動を迫られること,安定欲求,秩序欲求,自律欲求,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,B09,安定-12,
Q20,嫌な違和感,情報判断・疑問,納得できない情報や気になる話を聞いたとき、落ち着かなさが残るのは？,D,面白そうな話なのに、深掘りする前に話題が終わること,刺激欲求,探究欲求,関係欲求,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,1.0,B09,刺激-14,
Q21,嫌な違和感,役割分担・依頼,役割を頼まれたとき、引っかかりやすいのは？,A,引き受ける範囲を自分で決められないまま、責任だけ増えること,自律欲求,安定欲求,影響欲求,0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,B15,自律-10,
Q21,嫌な違和感,役割分担・依頼,役割を頼まれたとき、引っかかりやすいのは？,B,自分が動けば改善できそうなのに、任せてもらえないこと,影響欲求,評価欲求,成長欲求,0.0,0.0,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,1.0,B15,影響-02,
Q21,嫌な違和感,役割分担・依頼,役割を頼まれたとき、引っかかりやすいのは？,C,人の間をつなぐ役目ばかりで、自分の余裕がなくなること,関係欲求,安定欲求,自律欲求,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B15,関係-12,
Q21,嫌な違和感,役割分担・依頼,役割を頼まれたとき、引っかかりやすいのは？,D,難しい役割をこなしても、成果や工夫が見えにくいこと,評価欲求,成長欲求,影響欲求,0.0,0.0,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,1.0,B15,評価-05,
Q22,嫌な違和感,時間の使い方・日常,自由時間の使い方で、後から少しもったいなく感じやすいのは？,A,何となく楽しかったけれど、何も残らなかったように感じること,意味欲求,成長欲求,創造欲求,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,1.0,B01,意味-05,
Q22,嫌な違和感,時間の使い方・日常,自由時間の使い方で、後から少しもったいなく感じやすいのは？,B,新しいことが何もなく、ただ同じ流れで一日が終わること,刺激欲求,創造欲求,成長欲求,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,1.0,B01,刺激-04,
Q22,嫌な違和感,時間の使い方・日常,自由時間の使い方で、後から少しもったいなく感じやすいのは？,C,休むつもりが、結局あまり回復できないまま終わること,安定欲求,秩序欲求,自律欲求,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,B01,安定-06,
Q22,嫌な違和感,時間の使い方・日常,自由時間の使い方で、後から少しもったいなく感じやすいのは？,D,少しでも進めたいことがあったのに、手をつけないまま終わること,創造欲求,成長欲求,自律欲求,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,B01,創造-06,
Q23,嫌な違和感,人付き合い・距離感,人付き合いの中で、疲れとして残りやすいのは？,A,相手に合わせ続けて、自分の時間がなくなること,自律欲求,安定欲求,関係欲求,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B04,自律-06,
Q23,嫌な違和感,人付き合い・距離感,人付き合いの中で、疲れとして残りやすいのは？,B,相手に迷惑をかけすぎていないか、後から気になり続けること,安定欲求,関係欲求,秩序欲求,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,1.0,B04,安定-14,
Q23,嫌な違和感,人付き合い・距離感,人付き合いの中で、疲れとして残りやすいのは？,C,一緒にいるのに、気持ちや近況を共有できないこと,関係欲求,意味欲求,安定欲求,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,1.0,B04,関係-02,
Q23,嫌な違和感,人付き合い・距離感,人付き合いの中で、疲れとして残りやすいのは？,D,場を良くできそうなのに、何も働きかけられないこと,影響欲求,関係欲求,評価欲求,0.0,0.0,0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,1.0,B04,影響-04,
